month,value,term,lane,theme,geo,source,notes
2014-01,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2022-02,36,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-02,54,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-02,46,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-02,45,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-03,47,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-03,49,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-03,47,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-03,51,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-04,51,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-04,46,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-04,47,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-04,40,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-05,44,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-05,44,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-05,41,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-05,48,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-05,38,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-06,39,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-06,50,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-06,43,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-06,43,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-07,56,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-07,42,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-07,50,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-07,43,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-07,45,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-08,45,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-08,35,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-08,44,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-08,43,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-09,47,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-09,34,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-09,38,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-09,32,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-10,40,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-10,38,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-10,37,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-10,36,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-10,34,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-11,38,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-11,35,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-11,44,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-11,30,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-12,34,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-12,34,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-12,36,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2022-12,55,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-01,46,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-01,44,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-01,45,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-01,38,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-01,48,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-02,59,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-02,39,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-02,52,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-02,44,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-03,42,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-03,49,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-03,50,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-03,49,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-04,54,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-04,46,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-04,44,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-04,40,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-04,43,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-05,44,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-05,44,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-05,44,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-05,50,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-06,42,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-06,43,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-06,47,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-06,46,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-07,48,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-07,49,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-07,52,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-07,46,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-07,41,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-08,48,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-08,42,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-08,45,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-08,38,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-09,36,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-09,45,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-09,41,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-09,40,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-10,40,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-10,46,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-10,33,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-10,39,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-10,34,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-11,37,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-11,37,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-11,52,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-11,42,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-12,35,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-12,37,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-12,33,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-12,51,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2023-12,39,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-01,38,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-01,48,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-01,40,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-01,44,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-02,54,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-02,41,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-02,49,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-02,46,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-03,45,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-03,40,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-03,55,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-03,55,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-03,55,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-04,44,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-04,37,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-04,38,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-04,40,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-05,39,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-05,40,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-05,42,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-05,38,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-06,42,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-06,42,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-06,46,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-06,43,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-06,42,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-07,39,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-07,41,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-07,46,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-07,42,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-08,40,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-08,46,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-08,37,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-08,36,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-09,43,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-09,40,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-09,39,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-09,37,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-09,38,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-10,42,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-10,44,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-10,37,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-10,41,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-11,39,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-11,43,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-11,41,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-11,39,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-12,30,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-12,27,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-12,35,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-12,41,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2024-12,50,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-01,79,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-01,55,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-01,42,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-01,41,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-02,42,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-02,48,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-02,46,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-02,40,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-03,45,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-03,45,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-03,46,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-03,44,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-03,43,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-04,46,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-04,52,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-04,42,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-04,66,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-05,35,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-05,40,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-05,41,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-05,46,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-06,50,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-06,65,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-06,58,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-06,57,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-06,67,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-07,64,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-07,73,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-07,72,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-07,83,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-08,84,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-08,61,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-08,56,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-08,51,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-08,60,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-09,42,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-09,55,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-09,69,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-09,59,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-10,53,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-10,59,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-10,54,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-10,55,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-11,69,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-11,77,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-11,67,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-11,92,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-11,95,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-12,95,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-12,83,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-12,86,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2025-12,100,Los Angeles history,discovery_marketing,lifestyle_history,US-CA,Google Trends via pytrends,History-interest discovery
2014-01,81,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2014-02,63,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2014-03,66,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2014-04,61,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2014-05,50,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2014-06,68,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2014-07,79,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2014-08,62,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2014-09,51,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2014-10,40,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2014-11,48,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2014-12,43,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2015-01,83,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2015-02,54,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2015-03,53,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2015-04,47,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2015-05,55,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2015-06,70,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2015-07,76,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2015-08,57,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2015-09,51,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2015-10,40,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2015-11,52,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2015-12,63,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2016-01,100,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2016-02,66,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2016-03,67,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2016-04,60,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2016-05,58,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2016-06,66,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2016-07,70,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2016-08,53,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2016-09,48,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2016-10,40,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2016-11,49,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2016-12,58,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2017-01,87,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2017-02,60,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2017-03,57,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2017-04,58,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2017-05,67,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2017-06,72,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2017-07,80,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2017-08,60,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
2017-09,56,Los Angeles museums,discovery_marketing,tourism_discovery,US-CA,Google Trends via pytrends,Proposal baseline keyword
